text,text_lower,label
Oficialía Mayor,oficialía mayor,LOC
SHCP,shcp,LOC
Unidades de Administración y Finanzas del Gobierno Federal,unidades de administración y finanzas del gobierno federal,ORG
En este sentido,en este sentido,MISC
Como parte de la estrategia,como parte de la estrategia,MISC
Unidades de Administración y Finanzas,unidades de administración y finanzas,ORG
En éstas se da seguimiento,en éstas se da seguimiento,MISC
El Gobierno Federal,el gobierno federal,MISC
Secretarías de la Defensa Nacional,secretarías de la defensa nacional,MISC
Marina,marina,ORG
Hacienda,hacienda,ORG
Crédito Público,crédito público,ORG
Oficialía Mayor,oficialía mayor,LOC
AHORROS,ahorros,LOC
LA ADMINISTRACIÓN PÚBLICA FEDERAL,la administración pública federal,LOC
JULIO,julio,ORG
Concepto Ahorros Total,concepto ahorros total,ORG
Reducciones,reducciones,LOC
"PEMEX 56,094 Contrataciones","pemex 56,094 contrataciones",ORG
Huachicol,huachicol,LOC
Contratación,contratación,ORG
CFE,cfe,ORG
Otros Bienes,otros bienes,ORG
IMSS,imss,ORG
ISSSTE,issste,ORG
Controles,controles,LOC
Policía Federal 868 Prevención,policía federal 868 prevención,LOC
Readaptación Social 463 Compras,readaptación social 463 compras,LOC
"Sector Central 6,829 Medicamentos","sector central 6,829 medicamentos",LOC
"Semestre 2019 4,281 Licitación 2,180 Antirretrovirales","semestre 2019 4,281 licitación 2,180 antirretrovirales",MISC
Hepatitis C 360,hepatitis c 360,MISC
"Servicios de Vigilancia 906 Otros 623 Seguros 13,986 Cancelación Seguro de Gastos Médicos y Seguro de Separación","servicios de vigilancia 906 otros 623 seguros 13,986 cancelación seguro de gastos médicos y seguro de separación",MISC
Optimización,optimización,MISC
Policía Federal 205 Prevención,policía federal 205 prevención,LOC
Readaptación Social 119 FUENTE,readaptación social 119 fuente,LOC
Oficialía Mayor,oficialía mayor,LOC
Secretaría de Hacienda,secretaría de hacienda,MISC
Crédito Público,crédito público,ORG
Instituciones de la Administración Pública Federal,instituciones de la administración pública federal,ORG
En paralelo,en paralelo,MISC
Ley Orgánica de la Administración Pública Federal,ley orgánica de la administración pública federal,MISC
Coordinación de Estrategia Digital,coordinación de estrategia digital,LOC
Coordinación de Comunicación Social y Vocería,coordinación de comunicación social y vocería,ORG
Oficina de la Presidencia de la República,oficina de la presidencia de la república,ORG
Esto con el propósito,esto con el propósito,MISC
De igual forma,de igual forma,MISC
Consejería Jurídica,consejería jurídica,ORG
Ejecutivo Federal,ejecutivo federal,ORG
Con estas medidas,con estas medidas,MISC
SHCP,shcp,MISC
RECUPERAR EL,recuperar el,MISC
ESTADO DE DERECHO,estado de derecho,LOC
Poder Ejecutivo,poder ejecutivo,ORG
México,méxico,LOC
En el ámbito de la Justicia,en el ámbito de la justicia,MISC
Estado de Derecho,estado de derecho,LOC
Para recuperar el Estado de Derecho,para recuperar el estado de derecho,MISC
Gobierno de México,gobierno de méxico,LOC
Poder Legislativo,poder legislativo,LOC
Honorable Congreso de la Unión,honorable congreso de la unión,LOC
Poder Judicial,poder judicial,LOC
México,méxico,LOC
Una de las principales encomiendas,una de las principales encomiendas,MISC
Poder Legislativo,poder legislativo,MISC
De,de,MISC
Turnó,turnó,MISC
Administración Pública Federal,administración pública federal,ORG
Cámara de Senadores,cámara de senadores,LOC
Cámara de Diputados,cámara de diputados,ORG
Comisión Permanente del H. Congreso de la Unión,comisión permanente del h. congreso de la unión,ORG
H. Congreso de la Unión,h. congreso de la unión,PER
Ministros,ministros,LOC
Secretario de Hacienda,secretario de hacienda,LOC
Crédito Público,crédito público,ORG
Secretario de Relaciones Exteriores,secretario de relaciones exteriores,LOC
Secretaria de la Función Pública,secretaria de la función pública,ORG
Fiscal General de la República,fiscal general de la república,ORG
Ministros de la Suprema Corte de Justicia de la Nación,ministros de la suprema corte de justicia de la nación,LOC
Este proceso garantiza,este proceso garantiza,MISC
Presidente de la República,presidente de la república,MISC
Se llevó a cabo,se llevó a cabo,MISC
Diario Oficial de la Federación,diario oficial de la federación,MISC
DOF,dof,MISC
Decretos,decretos,MISC
H. Congreso de la Unión,h. congreso de la unión,PER
H. Congreso de la Unión,h. congreso de la unión,PER
Asimismo,asimismo,PER
H. Congreso de la Unión,h. congreso de la unión,MISC
REFORMAS,reformas,MISC
PUBLICADAS,publicadas,MISC
EL DIARIO,el diario,MISC
Ley Orgánica de la Fiscalía General de la República,ley orgánica de la fiscalía general de la república,MISC
DOF,dof,MISC
Declaratoria de la entrada,declaratoria de la entrada,MISC
Autonomía Constitucional,autonomía constitucional,ORG
DOF,dof,MISC
El organismo sustituye a la Procuraduría General de la República,el organismo sustituye a la procuraduría general de la república,MISC
Fiscal General,fiscal general,ORG
Senado,senado,ORG
Poderes de la Unión,poderes de la unión,ORG
Decreto,decreto,MISC
Mandata,mandata,PER
SOBRESALIENTES PUBLICADAS,sobresalientes publicadas,MISC
EL DIARIO,el diario,MISC
FEDERACIÓN Decreto Importancia,federación decreto importancia,ORG
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
DOF,dof,MISC
Decreto,decreto,MISC
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
Guardia Nacional,guardia nacional,ORG
DOF,dof,MISC
Establece el marco constitucional de,establece el marco constitucional de,MISC
Guardia Nacional,guardia nacional,ORG
Decreto por el que se reforman,decreto por el que se reforman,ORG
Ley Federal del Trabajo,ley federal del trabajo,MISC
Ley Orgánica del Poder Judicial de la Federación,ley orgánica del poder judicial de la federación,MISC
Ley Federal de la Defensoría Pública,ley federal de la defensoría pública,MISC
Ley del Instituto del Fondo Nacional de la Vivienda para los Trabajadores,ley del instituto del fondo nacional de la vivienda para los trabajadores,MISC
Ley del Seguro Social,ley del seguro social,MISC
Justicia Laboral,justicia laboral,MISC
Libertad Sindical,libertad sindical,PER
Negociación Colectiva,negociación colectiva,PER
DOF,dof,MISC
Modifica,modifica,LOC
Decreto por el que se expide la Ley de la Guardia Nacional,decreto por el que se expide la ley de la guardia nacional,MISC
DOF,dof,MISC
Reglamenta a la Guardia Nacional,reglamenta a la guardia nacional,MISC
REFORMAS,reformas,MISC
PUBLICADAS,publicadas,MISC
EL DIARIO,el diario,MISC
Secretaría de Seguridad,secretaría de seguridad,ORG
Protección Ciudadana,protección ciudadana,ORG
Decreto,decreto,ORG
Ley Nacional,ley nacional,MISC
Uso de la Fuerza,uso de la fuerza,MISC
DOF,dof,MISC
Regula,regula,MISC
Fuerzas Armadas,fuerzas armadas,ORG
Decreto por el que se expide la Ley Nacional del Registro de Detenciones,decreto por el que se expide la ley nacional del registro de detenciones,MISC
DOF,dof,MISC
Crea el Registro Nacional de Detenciones,crea el registro nacional de detenciones,MISC
Decreto por el que se reforman,decreto por el que se reforman,MISC
Ley General del Sistema Nacional de Seguridad Pública,ley general del sistema nacional de seguridad pública,MISC
DOF,dof,MISC
Crea el Sistema Nacional de Información en Seguridad Pública,crea el sistema nacional de información en seguridad pública,MISC
Decreto,decreto,ORG
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
Paridad,paridad,MISC
Géneros,géneros,MISC
DOF,dof,MISC
Mandata,mandata,MISC
FUENTE,fuente,ORG
Gobernación,gobernación,LOC
Gabinete del Gobierno,gabinete del gobierno,ORG
H. Congreso de la Unión,h. congreso de la unión,PER
Estado de Derecho,estado de derecho,LOC
Administración Pública Federal,administración pública federal,ORG
Robo de combustible,robo de combustible,MISC
El 28 de enero de 2019,el 28 de enero de 2019,MISC
Cámara de Diputados,cámara de diputados,ORG
Secretaria de Energía,secretaria de energía,MISC
Titulares,titulares,MISC
Petróleos Mexicanos,petróleos mexicanos,PER
Unidad de Inteligencia Financiera,unidad de inteligencia financiera,ORG
Procuraduría Federal del Consumidor,procuraduría federal del consumidor,ORG
Gobierno Federal,gobierno federal,LOC
Asimismo,asimismo,PER
Unidad de Inteligencia Financiera,unidad de inteligencia financiera,ORG
Estrategia Nacional de Seguridad Pública,estrategia nacional de seguridad pública,ORG
El 25 de abril de 2019,el 25 de abril de 2019,MISC
Secretario de Seguridad y Protección Ciudadana,secretario de seguridad y protección ciudadana,ORG
Pleno del Senado de la República,pleno del senado de la república,LOC
Guardia Nacional,guardia nacional,ORG
Policía Federal,policía federal,MISC
Ejército,ejército,ORG
Armada de México,armada de méxico,MISC
Plan Nacional de Desarrollo,plan nacional de desarrollo,ORG
La Conferencia para la Dirección,la conferencia para la dirección,ORG
Programación de los Trabajos Legislativos de la Cámara de Diputados,programación de los trabajos legislativos de la cámara de diputados,ORG
Secretaria de Gobernación,secretaria de gobernación,ORG
Inauguración de los Foros,inauguración de los foros,LOC
Se exaltó la congruencia de los ideales del Presidente de la República,se exaltó la congruencia de los ideales del presidente de la república,MISC
Análisis sobre la Guardia Nacional,análisis sobre la guardia nacional,MISC
La Comisión de Puntos Constitucionales,la comisión de puntos constitucionales,MISC
Senado de la República,senado de la república,LOC
Seguridad,seguridad,ORG
Protección Ciudadana,protección ciudadana,ORG
Marina,marina,ORG
Defensa Nacional,defensa nacional,MISC
Guardia Nacional,guardia nacional,ORG
Estado,estado,LOC
Alerta de Género,alerta de género,LOC
Diálogos,diálogos,PER
Igualdad y Seguridad,igualdad y seguridad,MISC
TodasÓ,todasó,MISC
Comisión de Igualdad de Género de la Cámara de Diputados,comisión de igualdad de género de la cámara de diputados,ORG
Asistieron funcionarios de Seguridad Pública,asistieron funcionarios de seguridad pública,ORG
Gobernación y de Salud,gobernación y de salud,ORG
ComisiónNacional,comisiónnacional,ORG
Prevenir,prevenir,MISC
Erradicar la Violencia Contra las Mujeres,erradicar la violencia contra las mujeres,MISC
Instituto Nacional de las Mujeres,instituto nacional de las mujeres,ORG
La Consejería Jurídica,la consejería jurídica,ORG
Ejecutivo Federal,ejecutivo federal,ORG
CJEF,cjef,ORG
Presidente de la República,presidente de la república,MISC
Administración Pública,administración pública,ORG
Derivado,derivado,LOC
Titular,titular,ORG
Poder Ejecutivo Federal,poder ejecutivo federal,ORG
H. Congreso de la Unión,h. congreso de la unión,PER
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
Presidente de la República,presidente de la república,MISC
DICTAMINADOS,dictaminados,MISC
MATERIA LEGISLATIVA,materia legislativa,MISC
2019)Acciones Número Total 53 Iniciativas,2019)acciones número total 53 iniciativas,ORG
Decretos,decretos,MISC
Decretos,decretos,MISC
Reglamentos,reglamentos,MISC
Ley Federal de Remuneraciones,ley federal de remuneraciones,MISC
LOAPF,loapf,LOC
la Ley,la ley,LOC
Escudo,escudo,LOC
Bandera,bandera,LOC
Himno Nacionales,himno nacionales,MISC
FUENTE,fuente,ORG
Consejería Jurídica,consejería jurídica,ORG
Ejecutivo Federal,ejecutivo federal,ORG
Destaca,destaca,LOC
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
Presidente de la República,presidente de la república,MISC
Pleno de la Cámara de Senadores,pleno de la cámara de senadores,MISC
Minuta,minuta,LOC
Cámara de Diputados,cámara de diputados,ORG
H. Congreso de la Unión,h. congreso de la unión,MISC
Decreto,decreto,MISC
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
DOF,dof,MISC
Artículo 19 constitucional,artículo 19 constitucional,MISC
Plan Conjunto,plan conjunto,ORG
Robo de Combustible,robo de combustible,MISC
ASUNTOS DICTAMINADOS(1,asuntos dictaminados(1,MISC
2019)Acciones Número TOTAL,2019)acciones número total,ORG
Patentes,patentes,PER
Opiniones,opiniones,LOC
Acuerdos 25 Solicitudes de indultos 18,acuerdos 25 solicitudes de indultos 18,MISC
Decretos 57 Instrumentos internacionales 43 Nombramientos Presidenciales 234 Embajadores 40 Cónsules 17 FUENTE,decretos 57 instrumentos internacionales 43 nombramientos presidenciales 234 embajadores 40 cónsules 17 fuente,MISC
Consejería Jurídica,consejería jurídica,ORG
Ejecutivo Federal La CJEF,ejecutivo federal la cjef,ORG
Titular,titular,ORG
Ejecutivo Federal,ejecutivo federal,ORG
Con la finalidad de mejorar,con la finalidad de mejorar,MISC
Poder Ejecutivo,poder ejecutivo,MISC
H. Congreso de la Unión,h. congreso de la unión,PER
INICIATIVAS PRESENTADAS,iniciativas presentadas,PER
EL EJECUTIVO,el ejecutivo,PER
FEDERAL Iniciativa Importancia Ley de Ingresos,federal iniciativa importancia ley de ingresos,ORG
DOF,dof,MISC
Marca,marca,MISC
Gobierno Federal,gobierno federal,LOC
Presupuesto de Egresos de la Federación,presupuesto de egresos de la federación,LOC
DOF,dof,MISC
Señala el destino de los recursos,señala el destino de los recursos,MISC
Poder Ejecutivo,poder ejecutivo,MISC
Reforma a los artículos,reforma a los artículos,MISC
Constitución Política de los Estados Unidos Mexicanos,constitución política de los estados unidos mexicanos,ORG
DOF,dof,MISC
Actualiza,actualiza,MISC
Reforma Educativa,reforma educativa,MISC
Reforma a los artículos 108,reforma a los artículos 108,MISC
Constitucionales,constitucionales,MISC
Revisora 27 de marzo de 2019,revisora 27 de marzo de 2019,MISC
Establece que el Presidente de la República,establece que el presidente de la república,MISC
INICIATIVAS PRESENTADAS,iniciativas presentadas,MISC
EL EJECUTIVO,el ejecutivo,MISC
FEDERAL Iniciativa Importancia Reformas,federal iniciativa importancia reformas,ORG
Ley de Instituciones de Crédito,ley de instituciones de crédito,MISC
Código Civil Federal,código civil federal,MISC
Presentada en la Comisión Permanente,presentada en la comisión permanente,MISC
Minuta,minuta,LOC
Cámara de Senadores,cámara de senadores,LOC
Reformas,reformas,PER
Ley de los Sistemas de Ahorro para el Retiro,ley de los sistemas de ahorro para el retiro,MISC
Presentada en la Comisión Permanente,presentada en la comisión permanente,MISC
Reformula,reformula,PER
Reformas,reformas,PER
Ley de Ascensos,ley de ascensos,MISC
Recompensas del Ejército,recompensas del ejército,LOC
Fuerza Aérea Mexicanos,fuerza aérea mexicanos,ORG
Cámara de Senadores,cámara de senadores,LOC
Facilita,facilita,PER
FUENTE,fuente,ORG
Gobernación,gobernación,ORG
El Ejecutivo Federal,el ejecutivo federal,MISC
Consejería Jurídica,consejería jurídica,ORG
ATENDIDOS,atendidos,MISC
"2019)Asuntos Atendidos Número Total 3,258 Juicios","2019)asuntos atendidos número total 3,258 juicios",LOC
Asuntos penales 2 Controversias Constitucionales 106 Juicios,asuntos penales 2 controversias constitucionales 106 juicios,MISC
Asuntos electorales 23 Asuntos,asuntos electorales 23 asuntos,MISC
Acciones de inconstitucionalidad 17 Juicios civiles,acciones de inconstitucionalidad 17 juicios civiles,MISC
"Juicios agrarios 1,695 Derechos Humanos 2 FUENTE: Consejería Jurídica","juicios agrarios 1,695 derechos humanos 2 fuente: consejería jurídica",MISC
